68959	1:3,8:5
69528	8:3
69538	8:3
69779	8:1
69809	2:5
69831	8:5
70044	8:2
70137	8:3
70155	8:3
70199	5:4
70494	8:3
70911	8:3
70963	8:3
71134	8:3
71256	8:5
71393	8:1
71648	8:3
71649	8:4
71795	8:4
72036	8:1
72091	8:3
72148	3:5
72259	8:3
72402	8:2
72629	8:5
72856	8:5
73204	8:2
73256	8:2
73989	8:4
74183	8:1
74441	3:4
74925	5:3
74952	8:4
75010	6:3
75107	8:2
75120	5:4
75200	8:5
75260	8:4
75384	8:3
75549	8:3
75757	8:2
75853	8:5
76549	8:5
76766	8:5
76880	8:3
77225	8:4
77266	3:2
77661	8:4
77708	8:2
77747	5:2
77849	8:5
78143	8:3
78404	3:5
78456	8:3
78487	8:4
78516	8:3
78520	8:5
78578	8:4
78684	3:3
78768	6:2
78771	5:3
78885	8:1
78931	3:5
78936	8:3
79103	8:4
79143	8:4
79160	3:4
79185	8:4
79321	8:4
79367	8:2
79380	8:1
79451	8:4
79508	8:4
79633	8:1
79721	8:3
79724	8:4
79911	8:3
79918	8:4
79940	8:5
80478	8:5
80548	8:4
80753	8:2
80938	8:3
81036	3:4
81343	8:4
81437	8:5
81608	5:3
81890	8:4
81931	8:2
81979	5:5
82375	8:4
82404	8:2
82664	8:4
82726	8:5
82821	8:2
83071	8:2
83108	8:1
83143	8:5
83278	3:4
83874	8:4
84123	8:5
84462	8:2
84749	8:4
85003	8:3
85074	8:4
85080	8:2
85181	8:2
85244	8:1
85287	10:3
85419	8:5
85487	8:5
85638	8:4
85747	9:3
85824	8:1
85908	8:4
85960	8:3
86002	8:2
86017	8:5
86246	8:5
86286	8:5
86538	8:5
86636	8:2
86774	8:5
86901	3:4
86964	8:2
86987	3:2
87033	8:5
87113	1:2
87114	8:2
87115	8:3
87164	8:4
87192	8:2
87328	8:4
87468	8:2
87664	3:3
87888	8:5
87983	5:5
88188	10:3
88191	8:1
88263	3:5
88317	8:4
88482	8:4
88528	5:4
88568	8:3
88892	8:3
88959	5:2
89008	8:4
89234	3:3
89436	8:2
89578	8:3
89648	8:4
89827	8:5
89915	8:5
90021	7:2
90154	8:5
90281	8:3
90284	8:4
90334	8:5
90436	8:3
90554	8:1
90664	8:3
90749	8:3
90940	8:4
91036	8:5
91245	6:3,3:4
91250	8:1
91613	8:4
91701	5:5
91832	8:3
91944	5:4
92113	8:4
92275	8:4
92407	6:4
92411	5:5
92533	8:1
92544	8:2
92849	5:5
92910	8:2
93127	8:3
93235	10:2
93304	8:3
93429	8:4
93539	8:2
93594	8:4
93628	8:1
93709	8:5
93986	8:3,1:5
94323	8:4
94462	8:4
94516	8:4
94565	1:4
94660	6:5
94714	5:3
94851	8:2
95713	5:5
95805	8:4
95851	8:3
95943	8:3
96083	8:5
96096	5:4
96124	8:3
96262	8:2
96431	8:4
96616	8:3
96706	8:3
96725	8:5
96882	8:3
97157	8:3
97208	5:2
97736	8:4,6:4
98044	8:3
98428	8:5
98627	8:5
98649	4:2
98716	8:3
98812	8:3
99239	8:5
99309	8:3
99310	5:3
99400	1:5,5:5
99477	8:2
99695	8:5
99865	8:2
100006	3:3
100029	3:5
100750	5:5
100825	8:4
101246	5:5
101368	8:4
101395	8:1
101515	8:2
101554	3:2
101597	1:5
101830	8:5
101993	8:4
102098	8:4
102333	8:3
102465	8:1
102513	8:5
102859	3:5
103623	8:3
103738	8:2
104457	8:3
104768	3:5
104793	8:5
104913	8:5
105033	8:3
105086	2:5
105322	3:2
105416	8:5
105572	8:4
105599	8:2
105916	8:2
106118	8:2
106217	8:3
106355	8:5
106442	3:2
106475	8:4
106688	8:5
106834	8:5
106870	8:4
106899	8:5
107019	8:5
107242	8:3
107342	8:4
107494	5:1
107786	8:5
107840	8:2
107874	8:2
107880	5:5
108007	8:4
108015	8:2
108052	3:4
108236	8:2
108255	8:4
108484	10:3
108514	8:3
108592	8:4
108684	8:4
108756	6:2
109075	8:3
109089	3:5
109124	3:4,8:4
109135	8:3
109725	6:3,8:5
109778	8:5
109987	8:1
110112	8:3
110121	8:4
110177	9:2
110229	8:3
110527	8:1
110641	6:5
110734	8:3
111033	8:3
111074	6:3
111137	8:5
111343	3:4
111591	8:3
111824	8:1
111866	8:1
112039	8:3
112065	8:5
112215	8:4
112735	8:3
112790	8:3
112871	8:3
113283	8:4
113535	5:1
113542	8:3
113585	5:4
113683	8:4
113694	8:2,3:4
113867	6:1
114072	3:5
114286	8:4
114327	8:4
114332	6:5
114458	8:3
114884	5:1
115108	3:3
115183	8:2
115237	8:1
115267	3:4
115341	8:3
115485	8:4
115498	3:3
115682	7:2
115685	8:4
116044	8:4
116223	8:3
116582	8:1
116726	8:3
116761	8:5
117193	8:4
117277	6:3
117485	8:2
117606	8:3
117624	8:3
117687	8:3
117779	5:5
117834	8:3
117878	3:4
118031	6:5
118036	8:3
118113	8:3
118224	8:5
118431	8:1
118557	8:1
118694	3:3
118730	8:3
119141	8:3
119157	8:1
119192	8:5
119280	8:1
119283	8:4
119496	5:5
119581	8:4
119721	8:4
119745	8:4
119754	8:3
119781	8:2
119790	8:2
119955	8:2
119973	8:2
120004	3:3
120117	8:1
120490	8:4
120491	1:5
120573	8:1
120590	8:3
120801	8:3
120879	7:4
120901	8:4
121017	8:4
121073	1:5
121182	8:2
121184	8:4
121213	8:4
121318	1:4
121456	1:4
121775	8:5
121850	8:2
122001	10:4
122019	8:3
122126	8:3
122197	1:1,8:4
122272	8:4
122302	3:5
122846	5:5
122987	8:3
123117	8:3
123345	8:5
123354	6:2
123356	8:3
123384	8:4
123584	8:5
123609	8:2
123616	8:3
123643	8:4
123674	8:5
123988	8:5
124042	7:2,8:1
124105	1:4
124291	8:1
124742	5:5
124877	8:2
125163	8:4
125283	3:4
125448	8:2
125903	8:2
125991	8:4
126083	3:3
126237	8:2
126299	8:5
126505	8:3
126899	3:3
127501	8:2
127581	8:4
127659	8:4
127676	8:2
127703	8:3
127911	3:2
128021	8:5
128040	8:1
128102	8:5
128234	8:4
128293	5:4
128382	8:3
128933	8:5
129078	8:1
129151	8:3
129179	8:2
129404	5:5
129482	8:4
129494	8:4
129501	8:4
129622	8:2
129878	8:5
130061	8:1
130185	8:5
130255	8:3
130450	8:4
130554	8:4
130702	8:3
130861	8:4
130968	3:4
131208	8:1
131491	8:2
131669	8:4
131898	8:2
131938	8:4
132095	8:2
132277	8:2
132387	8:4
132491	8:4
132540	5:5
132677	8:4
132691	3:4
133003	8:4
133080	8:1
133129	3:4
133290	8:3
133322	3:4
133489	8:5
133707	8:3
133833	8:2
133993	8:4
134001	1:4
134288	3:3,8:5
134642	8:4
134736	8:1
134816	8:3
135041	8:5
135213	8:2
135310	8:5
135340	5:3
135348	8:2
135365	8:1
135398	8:2
135601	8:1
135698	8:2
135736	8:5
136106	1:3
136160	3:3
136197	8:4
136228	8:2
136232	6:1
136341	8:5
136847	8:3
136854	8:2
137360	3:2
137362	6:5
137404	8:5
137464	8:1
137602	3:3
137706	8:4
137982	8:1
138034	3:4
138042	8:1
138106	8:3
138441	8:5
138490	8:4
138561	8:4
138729	8:2
139147	8:3
139331	8:1
139433	8:5
139638	8:4
139852	8:4
139902	6:4
139994	8:5
140284	3:4
140292	8:4
140302	8:1
140377	8:4
140565	10:3
140580	8:2
141045	6:3
141046	6:4
141132	8:1
141176	8:5
141309	8:3
141430	8:2
141806	5:5
142054	5:5
142173	8:4
142396	8:1
142751	8:4
142924	8:2
143274	1:3
143578	8:1
143776	8:5
143889	8:3
144007	8:4
144201	8:4
144938	5:1
145009	8:2
145258	8:4
145339	8:4
145424	8:1
145476	8:4
145514	8:1
145599	5:4
145615	8:5
145873	1:3
145915	8:2
145941	8:3
146078	6:3
146879	8:4
147042	8:3
147093	8:5
147205	8:4
147386	1:5
147428	6:3
147653	6:5
147748	8:5
147814	8:2
148844	3:4
148951	8:4
149144	5:5
149188	8:1
149367	8:3
149576	6:2
149795	8:2
150038	8:4
150137	8:5
151004	1:5
151146	8:2
151344	8:3
151363	8:1
151699	5:5
151821	8:2
151947	8:4
151948	8:5
152035	6:5
152155	8:4
152228	8:4
152405	5:4
152441	3:4
152582	8:3
152619	5:3
152713	3:4
152783	8:5
152946	8:5
152955	6:4,8:3
153040	8:5
153067	8:4
153237	8:2
153249	3:4
153531	8:5
153595	8:2
153743	8:3
153879	8:4
153992	8:4
154250	8:2
154305	8:5
154368	3:3
154411	8:3
154435	8:2
154582	6:2
154682	8:1
154790	8:3
154819	5:3
154919	8:3
154993	8:2
155123	8:3
155159	3:1
155164	1:4
155244	8:3
155279	8:3
155316	8:4
155620	8:3
155622	6:3
155844	8:3
155850	8:5
156064	8:3
156078	3:5
156268	8:2
156319	4:2
156350	8:3
156406	8:5
156552	8:2
156573	8:4
156679	8:2
156740	8:4
157262	8:4
157542	8:4
157631	8:1
157701	3:4
157800	8:1
157803	8:5
157806	8:4
158037	8:3
158143	8:4
158297	8:1
158931	8:3
158998	8:5
159266	6:2
159325	5:5
159433	8:5
159579	8:3
159758	8:5
159822	5:2
160367	8:4
160393	8:3
160441	8:4
160474	5:5
160563	8:2
160564	8:2
160697	8:1
160801	8:1
160896	8:2
160923	8:3
161016	8:1
161143	8:2
161223	8:1
161395	5:4
161406	8:5
161615	3:3
161768	8:5
161805	8:5
161882	8:2
161893	6:4
162179	8:2
162236	8:5
162279	8:5
162303	3:5
162804	5:5
162854	3:4,8:4
162926	5:5
163127	8:4
163205	8:3
163494	8:4
163515	3:4
163602	5:3
163647	5:3
164105	8:5
164136	8:3
164845	3:1,6:1
164942	3:5
165059	8:1
165146	8:2
165194	8:3
165288	8:2
165377	8:3,6:2
165451	8:3
165532	8:3
165720	4:2
165821	4:5
165831	3:4
165837	8:3
165856	8:5
166041	8:1,1:4
166100	3:4
166193	8:4
166345	8:4
166382	8:4
166950	8:4
166974	8:4
167540	5:1,8:3
167728	8:3
167949	3:3
168017	8:1
168318	8:4
168371	8:1
168523	6:3
168630	8:1
168696	8:5
168828	6:5
168829	3:5
168889	6:4
168902	8:1
168933	8:2
168939	3:5
168958	8:1
169126	3:5
169319	8:4
169348	8:2
169854	8:1
169906	8:4
169949	5:5
170205	8:1
170354	8:3
170382	8:2
170408	8:5
170791	8:5
170792	8:4
170874	3:4
170890	8:5
170954	8:5
171224	8:3
171329	8:4
171578	8:1
171651	8:3
171881	3:5
172113	8:4
172122	8:1
172151	8:3
172264	8:3,1:4
172412	6:2,8:4
172542	9:2
172856	8:4
173428	4:5
173474	8:5
173571	3:5
173694	8:4
173784	5:5
173930	1:4
173955	8:4
174047	8:5
174054	8:4
174107	8:5,3:4
174205	8:4
174218	8:5
174333	8:3
174413	8:4
174604	8:2
174683	10:5,6:1
174760	8:5
174868	8:2
175419	8:1
175763	3:4
175876	8:4
176006	8:1
176020	8:4
176046	8:3
176054	3:1
176175	8:3
176342	8:3
176524	8:3
176535	8:4
176566	8:5
176936	3:5
177615	3:4
177659	8:3
177678	3:4
177700	8:3
177761	8:5
177838	8:3
178118	8:5
178352	8:4
178511	3:2
178534	8:5
178797	8:1
178803	5:5
179199	8:5
179647	3:5
179767	8:3
179776	8:2
179801	8:2
179816	8:5
180200	8:4
180296	8:4
180318	6:3
180639	5:1
180670	8:3
181003	10:2
181076	8:2
181191	8:3
181321	8:2
181405	8:1
181497	8:5
181567	6:4
181592	1:4
181620	5:4
182352	8:3
182659	8:4
182761	8:3
182864	8:4
183071	8:4
183215	3:4
183265	8:4
183289	8:5
183291	8:1
183516	8:3
183845	8:5
183903	2:5
184043	8:2
184102	8:4
184178	8:4
184191	8:2
184199	8:4
184273	3:4
184497	8:3
184650	8:5
184660	8:2
184751	6:5
185055	8:5
185110	8:1
185142	8:3
185372	8:3,6:2
185413	8:2
185424	8:3
185715	8:5
185736	8:4
185744	8:2
185816	8:4
186506	8:3
186734	8:3
186776	8:2
186848	8:2
186973	3:5
186977	8:1
187005	8:2
187007	6:3
187061	8:1
187135	8:4
187206	8:4
187288	8:3
187299	8:3
187322	3:4
187484	8:4
187570	8:4
187648	6:4
187668	8:5
187729	8:1
187834	3:3
188104	3:3
188106	10:3
188190	8:3
188416	3:3
188514	3:5
188613	1:4
188725	8:5
188791	8:5
188826	8:3
189154	8:1
189162	6:4
189312	8:5
189397	8:3
189417	8:3
189558	8:3
189626	8:4
190024	8:2
190213	5:1
190418	1:3
190507	8:5
190734	8:2
191142	8:5
191415	8:1
191450	3:5
191558	8:1
191634	8:5
191678	3:5
191695	8:2
191832	8:4
191997	8:1
192539	3:4
192561	8:5
192681	8:3
192964	8:2
193010	8:3
193052	8:4
193159	8:4
193161	8:3
193303	8:4
193476	2:5
193689	8:5
193751	8:3
193810	8:4
193838	8:4
193953	8:5
194280	1:1
194537	8:3
194566	8:4
194861	5:5
195008	3:4
195013	8:5
195247	8:4
195265	8:3
195378	6:3
195390	8:2
195429	8:4
195551	8:3
195823	8:4
196113	8:4
196171	8:1
196494	2:5
196497	5:5
197605	8:3
197717	8:4
197811	8:1
197991	8:2
198000	8:5,3:4
198309	8:3
198476	8:2
198763	8:3
198813	8:4
198936	5:4
199159	8:5
199369	6:2
199435	8:1
199537	8:5
199559	8:3
199769	3:4
199788	8:3
199803	8:3
200166	8:5
200177	3:4
200261	8:2
200321	6:3
200370	8:4
200677	8:4
200678	8:2
200805	5:5
200957	8:4
201029	8:1
201097	8:5
201338	3:3
201341	8:4
201427	8:3
201811	5:4
201834	8:4
202002	9:2
202159	8:1
202305	8:5
202387	8:2
202412	8:1
202438	8:4
202811	1:3
202904	8:2
202969	8:1
202996	8:3
203011	3:5
203121	8:3
203350	8:2
203385	8:1
203542	8:1
203576	5:5
203667	3:5
203738	8:4
203817	8:3
203909	8:1
203948	8:3
204077	8:3
204101	5:5
204104	3:5
204160	8:2
204178	3:4
204235	8:3
204286	8:3
204384	8:2
204392	8:3
204419	8:4
204978	8:3
205073	8:4
205076	8:5
205094	8:3
205203	8:5
205351	8:4
205542	8:3
205561	8:4
205950	6:4
206115	1:4
206809	3:5
206836	8:5
206857	8:3
206865	3:4
206954	8:4
207031	8:1
207131	8:3
207237	8:5
207461	8:4
207757	6:1
207781	3:4
207881	8:5
208051	8:5
208166	8:3
208240	8:3
208409	8:4
208831	8:2
208832	8:5
208850	5:5
208875	8:3
208920	1:4
209012	8:3
209090	8:5
209230	8:5
209297	6:3
209549	3:5
209573	1:4
209610	8:4
209628	8:5
209857	8:3
209997	8:2
209999	5:5
210060	8:4
210124	8:2
210140	8:4
210861	8:4
211012	8:3
211280	5:3
211505	8:3
211683	8:5
211817	8:2
212234	8:5
212331	8:4
212367	8:2
212393	8:5
212591	3:4
212636	8:4
212652	3:5
212729	8:4
212807	8:4
212870	8:3,6:4
213267	8:5
213486	3:4
213539	8:5
213541	3:3
214018	8:3
214052	8:2
214076	8:3
214166	3:3,6:2
214216	8:5
214247	8:5
214262	3:3
214442	8:2
214619	8:2
214699	8:1
214730	8:3
214783	8:2
214837	8:1
214838	8:4
215352	8:3
215357	8:3
215391	5:4
215406	3:5
215475	8:4
215573	8:3
215911	8:3
215947	8:5
216100	8:1
216174	3:3
216484	8:3
216653	8:2
216750	8:4
216780	8:4
216876	8:1
216893	8:5
217355	8:3
217405	8:5
217514	8:3
217658	3:4
217805	8:5
217830	8:3
217850	8:2
218030	8:4
218166	8:5
218417	8:2
218626	8:4
218719	6:3
218963	8:3
219103	8:4
219293	3:4
219336	8:4
219481	8:2
219897	8:5
219925	2:4
219957	8:5
220024	3:5
220155	8:3
220157	8:5
220232	8:2
220427	2:4
220460	8:1
220525	8:3
220605	8:4
220627	8:2
220754	8:4
220867	8:3
220998	8:2
221091	8:1
221538	8:5
221558	5:5
221619	8:3,6:1
221630	5:1
221639	8:5
221926	8:4
221988	8:5
222128	3:5
222290	2:4
222383	8:4
222458	8:1
222897	3:4
223028	8:5
223153	8:2
223160	3:2
223334	3:4
223533	8:2
223543	3:4,8:2
223697	8:1
224092	6:2
224128	8:5
224252	8:4
224298	8:2
224581	8:3
224637	8:3
224662	8:4
224739	4:1
224741	8:1
224793	8:4
225047	8:2
225126	8:5
225270	8:2
225285	8:3
225338	6:3,8:2
225527	5:4
225621	8:5
225648	8:3
225765	1:4
225972	8:5
226108	6:3
226177	8:1
226521	8:4
226577	8:5
226609	3:5
227433	8:5
227469	8:1
227507	8:4
227967	8:5
228048	8:4
228190	8:4
228261	5:5
228959	8:4
229028	8:1
229195	8:4
229220	8:4
229572	8:5
229581	8:5
229737	8:5
229753	8:4
229918	8:4
229971	5:1
230025	8:2
230112	1:3
230186	8:3
230265	3:5
230270	8:5
230298	5:4
230396	8:2
230671	6:1
230817	8:4
230820	8:5
230967	8:4
231001	1:3
231132	8:3
231338	3:3,8:1
231349	8:4
231625	5:5
231627	8:4
231683	8:1
231704	8:2
231745	3:3,8:5
232211	8:4
232287	8:3
232994	8:5
233106	8:1
233420	8:4
233562	8:2
233642	6:5
233821	8:4
233923	8:1
233949	10:3
234001	8:1
234141	3:2
234203	8:2
234838	6:4
235077	8:1
235124	3:4,8:2
235302	8:5
235397	8:1
235551	8:3
235553	1:4
235562	8:4
235600	8:2
235714	8:1
235789	9:4
235838	8:4
235952	8:1
235963	8:3
235979	8:2
236149	8:2
236160	8:3
236271	2:2
236444	8:3
236531	8:1
236921	1:5
236949	8:2
236957	8:2
237263	8:1
237272	8:5
237509	8:3
237550	5:5
237824	3:3
237861	5:3
237926	6:3
237970	8:1
237993	8:3
238016	8:5
238130	8:4,3:3
238740	3:3
238920	8:3
238922	8:2
239099	8:2
239137	8:1
239277	8:5
239297	8:3
239569	8:4
239678	5:5
239686	8:4
239924	8:4
240012	8:3
240193	8:1
240414	6:3
240527	8:4
240612	8:2
240705	5:5
240713	5:3
240779	4:4
240816	8:5
242209	8:2
242425	8:1
242608	8:1
242888	8:4
243182	8:4
243220	3:4
243351	8:4
243554	8:2
243616	8:5
243773	8:1
243827	8:5
243963	8:3
243994	8:5
244062	3:3
244240	8:3
244266	3:3
244343	8:5
244382	8:1
244751	8:4
244795	8:4
244805	8:3
244931	6:5
244961	8:5
245114	8:5
245488	6:3
245517	8:5
245533	8:2
245701	8:2
245783	8:3
245837	8:4
245841	8:2
246077	8:4
246390	8:4
246569	8:3
246570	8:3
246663	8:3
246732	8:1
246820	8:3
246868	8:2
246911	8:2
247305	6:1
247441	8:1
247449	8:3
247474	8:3
247655	8:3
247787	8:5
247797	8:2
247898	8:5,2:5
247940	3:4
248228	8:5
248533	8:3
248663	8:2
248932	8:1,3:4
248982	8:4
249021	8:4
249056	8:4
249677	8:4
250002	3:2
250179	8:3
250252	8:5
250597	3:4
250752	8:1
250836	3:3
250854	8:3
250894	8:5
251059	8:3
251322	3:4
251463	8:5
251824	5:1
252056	8:4
252516	8:1
252749	8:5
252761	8:2
252818	3:4
253037	3:3
253163	8:4
253215	8:5
253297	8:5
253394	3:5
253434	6:3
253704	8:5
253707	8:3
253760	5:5
253794	1:5
253876	3:4
253900	3:5
254150	8:3
254222	3:3
254349	5:4
254375	8:5
254465	3:4
254671	8:4
254718	8:5
254789	8:3
254887	3:4
255004	8:5
255085	8:4
255096	8:4
255112	8:4
255120	3:3
255383	1:5
255443	1:2
255631	8:4
255836	8:1
255857	8:1
256074	8:1
256153	8:2
256278	8:1
256304	8:3
256316	8:1
256327	8:5
256420	8:3
256466	8:3
256633	3:3
256656	8:3
256676	8:3
256696	8:1
257023	8:3
257250	3:4
257294	9:1
257517	3:4
257694	8:5
257806	8:4
257823	8:1
258010	10:2
258046	8:5
258393	8:3
258601	8:4
258627	8:4
258764	8:4
258801	5:5
259275	8:1
259360	8:4
259417	8:3
259450	8:4
259497	8:5
259512	8:5
259665	8:4
259796	3:3
259799	1:4
259861	8:5
260445	8:1
261101	8:5
261262	5:2
261300	8:4
261639	8:5
261663	8:4
261764	5:1,2:1
261990	8:1
262044	8:4
262167	8:5
262178	8:4
262231	8:4
262265	8:4
262367	3:2
262545	8:2
262946	8:5
263213	3:3
263240	1:3
263643	8:4
263758	8:2
263823	9:2
263971	8:1
264160	5:5
264190	8:4
264429	5:4
264518	8:3
264679	5:3
264856	8:5
264900	5:5
264984	8:3
264988	8:3
265043	8:3
265109	8:2
265253	8:2
265263	8:1
265323	8:5
265463	8:1
265699	8:4
265727	8:4
265773	8:1
265848	10:1
265970	8:3
266023	8:4
266172	8:5
266360	8:4
266579	8:2
266738	8:5
266808	6:2
266900	5:5,8:3
267107	8:1
267332	8:1
267513	8:5
267613	8:4
267949	8:2
268092	5:3
268291	8:2
268405	8:5
268533	8:5
268567	8:4
268601	8:4
268719	8:3
268750	8:3
268872	6:3
268917	2:2
269088	8:3
269382	8:5
269469	8:4
269493	8:2
269524	1:3
269850	8:1
269853	8:5
269941	8:2
270133	8:5
270339	8:2
